"Time","1","2","3","4","5"
1,340.887576,NA,NA,NA,11.7300012
2,340.887576,NA,NA,NA,11.7300012
3,340.887576,NA,NA,NA,11.7300012
4,340.887576,NA,NA,NA,11.7300012
5,340.887576,NA,NA,NA,11.7300012
6,340.887576,NA,NA,NA,11.7300012
7,340.887576,NA,NA,NA,11.7300012
8,340.887576,NA,NA,NA,11.7300012
9,340.887576,NA,NA,NA,11.7300012
10,340.887576,NA,NA,NA,11.7300012
