"Time","1","2","3","4","5"
1,4761.32990039,NA,NA,NA,158.9000070803
2,4761.32990039,NA,NA,NA,158.9000070803
3,4761.32990039,NA,NA,NA,158.9000070803
4,4761.32990039,NA,NA,NA,158.9000070803
5,4761.32990039,NA,NA,NA,158.9000070803
6,4761.32990039,NA,NA,NA,158.9000070803
7,4761.32990039,NA,NA,NA,158.9000070803
8,4761.32990039,NA,NA,NA,158.9000070803
9,4761.32990039,NA,NA,NA,158.9000070803
10,4761.32990039,NA,NA,NA,158.9000070803
