"Time","1","2","3","4","5"
1,8123.7642,NA,NA,NA,220.159996
2,8123.7642,NA,NA,NA,220.159996
3,8123.7642,NA,NA,NA,220.159996
4,8123.7642,NA,NA,NA,220.159996
5,8123.7642,NA,NA,NA,220.159996
6,8123.7642,NA,NA,NA,220.159996
7,8123.7642,NA,NA,NA,220.159996
8,8123.7642,NA,NA,NA,220.159996
9,8123.7642,NA,NA,NA,220.159996
10,8123.7642,NA,NA,NA,220.159996
