"Time","1","2","3"
1,309414.108,NA,NA
2,309414.108,NA,NA
3,309414.108,NA,NA
4,309414.108,NA,NA
5,309414.108,NA,NA
6,309414.108,NA,NA
7,309414.108,NA,NA
8,309414.108,NA,NA
9,309414.108,NA,NA
10,309414.108,NA,NA
