"Time","1","2","3","4","5"
1,6393.84210312,NA,NA,NA,173.719999923
2,6393.84210312,NA,NA,NA,173.719999923
3,6393.84210312,NA,NA,NA,173.719999923
4,6393.84210312,NA,NA,NA,173.719999923
5,6393.84210312,NA,NA,NA,173.719999923
6,6393.84210312,NA,NA,NA,173.719999923
7,6393.84210312,NA,NA,NA,173.719999923
8,6393.84210312,NA,NA,NA,173.719999923
9,6393.84210312,NA,NA,NA,173.719999923
10,6393.84210312,NA,NA,NA,173.719999923
