"Time","1","2","3","4","5"
1,16548.009,NA,NA,NA,488.219988
2,16548.009,NA,NA,NA,488.219988
3,16548.009,NA,NA,NA,488.219988
4,16548.009,NA,NA,NA,488.219988
5,16548.009,NA,NA,NA,488.219988
6,16548.009,NA,NA,NA,488.219988
7,16548.009,NA,NA,NA,488.219988
8,16548.009,NA,NA,NA,488.219988
9,16548.009,NA,NA,NA,488.219988
10,16548.009,NA,NA,NA,488.219988
