"Time","1","2","3","4","5"
1,74580.518,NA,NA,NA,2019.27986
2,74580.518,NA,NA,NA,2019.27986
3,74580.518,NA,NA,NA,2019.27986
4,74580.518,NA,NA,NA,2019.27986
5,74580.518,NA,NA,NA,2019.27986
6,74580.518,NA,NA,NA,2019.27986
7,74580.518,NA,NA,NA,2019.27986
8,74580.518,NA,NA,NA,2019.27986
9,74580.518,NA,NA,NA,2019.27986
10,74580.518,NA,NA,NA,2019.27986
