"Time","1","2","3","4","5"
1,69204918,39417812,22451640,12788029,7283820
2,69204918,39417812,22451640,12788029,7283820
3,69204918,39417812,22451640,12788029,7283820
4,69204918,39417812,22451640,12788029,7283820
5,69204918,39417812,22451640,12788029,7283820
6,69204918,39417812,22451640,12788029,7283820
7,69204918,39417812,22451640,12788029,7283820
8,69204918,39417812,22451640,12788029,7283820
9,69204918,39417812,22451640,12788029,7283820
10,69204918,39417812,22451640,12788029,7283820
