"Time","1","2","3","4","5","6","7","8","9","10"
1,1345,581,251,108,47,20,9,4,2,1
2,1345,581,251,108,47,20,9,4,2,1
3,1345,581,251,108,47,20,9,4,2,1
4,1345,581,251,108,47,20,9,4,2,1
5,1345,581,251,108,47,20,9,4,2,1
6,1345,581,251,108,47,20,9,4,2,1
7,1345,581,251,108,47,20,9,4,2,1
8,1345,581,251,108,47,20,9,4,2,1
9,1345,581,251,108,47,20,9,4,2,1
10,1345,581,251,108,47,20,9,4,2,1
