"Time","1","2","3","4","5"
1,452674.688,NA,NA,NA,13342.3084
2,452674.688,NA,NA,NA,13342.3084
3,452674.688,NA,NA,NA,13342.3084
4,452674.688,NA,NA,NA,13342.3084
5,452674.688,NA,NA,NA,13342.3084
6,452674.688,NA,NA,NA,13342.3084
7,452674.688,NA,NA,NA,13342.3084
8,452674.688,NA,NA,NA,13342.3084
9,452674.688,NA,NA,NA,13342.3084
10,452674.688,NA,NA,NA,13342.3084
