year,Code,box,catch_tons,Name,Long Name,guild
2017,COS,0,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,1,0.14648587106489638,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,2,0.10936565385853703,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,3,0.10391015081493007,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,4,4.06551032459545e-4,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,5,0.1322423093298489,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,6,0.11989244397579608,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,7,0.08992664719357345,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,8,0.23268428895394808,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,9,2.7656279390332568,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,10,0.23702729177182763,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,11,0.7026571408700775,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,12,0.22593584115420492,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,13,0.07336908891424025,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,14,0.07805286254810229,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,15,0.015412323163519794,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,16,0.06375119855546522,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,17,0,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,18,0.2105791228316634,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,19,0.08689985994924608,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,20,3.0521692006470356,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,21,0.024087872966174945,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,22,0.08901998403815181,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,23,0.27152423435200884,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,24,0.16843874404973552,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,25,0.10119507899109344,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,26,16.74178430199015,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,27,1.1454516107900883,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,28,0.31113192633735154,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,29,0.029792843500477725,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,30,0.005287956020022682,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,31,0.007883631856898292,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,32,0.0807441675949209,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,33,0.004217630492530275,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,34,1.1425665691272238,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,35,3.362619154481212,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,36,1.586453542071478,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,37,8.002929388766205,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,38,1.2543782759826687,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,39,2.740281749059993,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,40,0.49205234692297967,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,41,0.7091979487697502,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,42,0.26181814593070624,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,43,1.3724587859583226,CohoSY_Fish,Coho Skagit Yearling,Salmon
2017,COS,44,0.02334166464090503,CohoSY_Fish,Coho Skagit Yearling,Salmon
